activity_log_id,provider_id,actor_type,actor_user_id,event_type,entity_type,entity_id,message,metadata,created_at
220,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,49,Offer 49 accepted for service request SR019.,"{""offerId"": 49, ""serviceRequestId"": ""SR019""}",2024-09-28T12:15:00+00:00
101,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,9,Offer 9 submitted for service request SR004.,"{""offerId"": 9, ""dailyRate"": 848, ""totalCost"": 85648.0, ""serviceRequestId"": ""SR004""}",2024-09-28T15:45:00+00:00
90,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,2,Invoice created for service order 2.,"{""amount"": 9556.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 2}",2024-09-29T16:15:00+00:00
104,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,4,Service order 4 created from accepted offer 10.,"{""contractId"": ""C001"", ""serviceOrderId"": 4, ""serviceRequestId"": ""SR004""}",2024-09-29T18:00:00+00:00
103,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,10,Offer 10 accepted for service request SR004.,"{""offerId"": 10, ""serviceRequestId"": ""SR004""}",2024-09-30T15:45:00+00:00
204,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR017,Service request SR017 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR017""}",2024-10-02T08:15:00+00:00
390,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,37,Invoice created for service order 37.,"{""amount"": 1629.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 37}",2024-10-02T14:45:00+00:00
206,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,43,Offer 43 submitted for service request SR017.,"{""offerId"": 43, ""dailyRate"": 1049, ""totalCost"": 3147.0, ""serviceRequestId"": ""SR017""}",2024-10-03T08:15:00+00:00
205,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,42,Offer 42 submitted for service request SR017.,"{""offerId"": 42, ""dailyRate"": 582, ""totalCost"": 1746.0, ""serviceRequestId"": ""SR017""}",2024-10-03T08:15:00+00:00
214,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,16,Service order 16 created from accepted offer 45.,"{""contractId"": ""C003"", ""serviceOrderId"": 16, ""serviceRequestId"": ""SR018""}",2024-10-03T11:15:00+00:00
221,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,17,Service order 17 created from accepted offer 49.,"{""contractId"": ""C003"", ""serviceOrderId"": 17, ""serviceRequestId"": ""SR019""}",2024-10-04T16:30:00+00:00
207,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,44,Offer 44 submitted for service request SR017.,"{""offerId"": 44, ""dailyRate"": 892, ""totalCost"": 2676.0, ""serviceRequestId"": ""SR017""}",2024-10-05T08:15:00+00:00
42,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3005,"Specialist onboarded: Lea Neumann (IT Consultant, Mid).","{""skills"": [""ITIL"", ""MS Office"", ""Requirements"", ""Stakeholder Mgmt"", ""Tableau""], ""userId"": ""SP3005"", ""avgDailyRate"": 727.0, ""experienceLevel"": ""Mid"", ""technologyLevel"": ""Intermediate""}",2024-10-07T15:00:00+00:00
107,P002,USER,U201,SERVICE_ORDER_CHANGE_REQUEST_CREATED,ServiceOrderChangeRequest,2,Change request 2 (Extension) created for order 4.,"{""type"": ""Extension"", ""serviceOrderId"": 4, ""changeRequestId"": 2}",2024-10-09T13:15:00+00:00
216,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,16,Service order 16 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 16}",2024-10-11T08:45:00+00:00
123,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,6,Invoice created for service order 6.,"{""amount"": 8343.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 6}",2024-10-13T08:30:00+00:00
34,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2015,"Specialist onboarded: Sarah Schäfer (Cybersecurity Specialist, Mid).","{""skills"": [""IAM"", ""ISO 27001"", ""SIEM"", ""Spring"", ""Threat Modelling"", ""TypeScript""], ""userId"": ""SP2015"", ""avgDailyRate"": 757.0, ""experienceLevel"": ""Mid"", ""technologyLevel"": ""Advanced""}",2024-10-16T13:00:00+00:00
108,P002,USER,U203,SERVICE_ORDER_CHANGE_REQUEST_DECIDED,ServiceOrderChangeRequest,2,Change request 2 decided: Declined.,"{""status"": ""Declined"", ""serviceOrderId"": 4, ""changeRequestId"": 2}",2024-10-17T10:00:00+00:00
16,P001,SYSTEM,,SPECIALIST_ONBOARDED,User,SP1010,"Specialist onboarded: Daniel Weber (UX Designer, Expert).","{""skills"": [""Databricks"", ""Design Systems"", ""Figma"", ""GCP"", ""Prototyping"", ""TypeScript"", ""User Research""], ""userId"": ""SP1010"", ""avgDailyRate"": 1118.0, ""experienceLevel"": ""Expert"", ""technologyLevel"": ""Expert""}",2024-10-18T11:30:00+00:00
208,P002,USER,U202,SERVICE_REQUEST_CLOSED,ServiceRequest,SR017,Service request SR017 closed without award (budget/priority change).,"{""reason"": ""Budget/priority change"", ""serviceRequestId"": ""SR017""}",2024-10-20T08:15:00+00:00
337,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR034,Service request SR034 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR034""}",2024-10-20T11:00:00+00:00
215,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,16,Invoice created for service order 16.,"{""amount"": 866.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 16}",2024-10-22T11:15:00+00:00
91,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,2,Service order 2 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 2}",2024-10-23T10:15:00+00:00
339,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,89,Offer 89 submitted for service request SR034.,"{""offerId"": 89, ""dailyRate"": 1144, ""totalCost"": 10296.0, ""serviceRequestId"": ""SR034""}",2024-10-23T11:00:00+00:00
222,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,17,Invoice created for service order 17.,"{""amount"": 4380.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 17}",2024-10-23T16:30:00+00:00
341,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,31,Service order 31 created from accepted offer 88.,"{""contractId"": ""C004"", ""serviceOrderId"": 31, ""serviceRequestId"": ""SR034""}",2024-10-25T08:45:00+00:00
231,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,18,Invoice paid for service order 18.,"{""amount"": 1086.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 18}",2024-10-25T11:45:00+00:00
338,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,88,Offer 88 submitted for service request SR034.,"{""offerId"": 88, ""dailyRate"": 973, ""totalCost"": 8757.0, ""serviceRequestId"": ""SR034""}",2024-10-26T11:00:00+00:00
391,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,37,Invoice paid for service order 37.,"{""amount"": 1629.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 37}",2024-10-27T14:45:00+00:00
340,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,88,Offer 88 accepted for service request SR034.,"{""offerId"": 88, ""serviceRequestId"": ""SR034""}",2024-10-29T11:00:00+00:00
125,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,6,Service order 6 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 6}",2024-10-29T16:30:00+00:00
105,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,4,Invoice created for service order 4.,"{""amount"": 60499.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 4}",2024-10-29T18:00:00+00:00
124,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,6,Invoice paid for service order 6.,"{""amount"": 8343.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 6}",2024-11-11T08:30:00+00:00
344,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,31,Service order 31 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 31}",2024-11-19T15:00:00+00:00
342,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,31,Invoice created for service order 31.,"{""amount"": 8757.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 31}",2024-12-01T08:45:00+00:00
223,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,17,Invoice paid for service order 17.,"{""amount"": 4380.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 17}",2024-12-10T16:30:00+00:00
263,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR025,Service request SR025 received and opened.,"{""type"": ""Multi"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR025""}",2024-12-20T14:00:00+00:00
265,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,64,Offer 64 submitted for service request SR025.,"{""offerId"": 64, ""dailyRate"": 899, ""totalCost"": 2697.0, ""serviceRequestId"": ""SR025""}",2024-12-23T14:00:00+00:00
264,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,63,Offer 63 submitted for service request SR025.,"{""offerId"": 63, ""dailyRate"": 972, ""totalCost"": 2916.0, ""serviceRequestId"": ""SR025""}",2024-12-24T14:00:00+00:00
266,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,65,Offer 65 submitted for service request SR025.,"{""offerId"": 65, ""dailyRate"": 895, ""totalCost"": 2685.0, ""serviceRequestId"": ""SR025""}",2024-12-26T14:00:00+00:00
267,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,65,Offer 65 accepted for service request SR025.,"{""offerId"": 65, ""serviceRequestId"": ""SR025""}",2024-12-29T14:00:00+00:00
59,P001,SYSTEM,,CONTRACT_AWARDED,Contract,C001,Contract C001 awarded to RheinTech Solutions GmbH.,"{""awardId"": 1, ""contractId"": ""C001"", ""providerId"": ""P001""}",2024-12-29T16:00:00+00:00
414,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR044,Service request SR044 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR044""}",2025-01-01T11:45:00+00:00
297,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR029,Service request SR029 received and opened.,"{""type"": ""Team"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR029""}",2025-01-01T18:00:00+00:00
268,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,22,Service order 22 created from accepted offer 65.,"{""contractId"": ""C003"", ""serviceOrderId"": 22, ""serviceRequestId"": ""SR025""}",2025-01-02T15:15:00+00:00
299,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,76,Offer 76 submitted for service request SR029.,"{""offerId"": 76, ""dailyRate"": 972, ""totalCost"": 3948.0, ""serviceRequestId"": ""SR029""}",2025-01-02T18:00:00+00:00
300,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,77,Offer 77 submitted for service request SR029.,"{""offerId"": 77, ""dailyRate"": 858, ""totalCost"": 3542.0, ""serviceRequestId"": ""SR029""}",2025-01-02T18:00:00+00:00
301,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,77,Offer 77 accepted for service request SR029.,"{""offerId"": 77, ""serviceRequestId"": ""SR029""}",2025-01-04T18:00:00+00:00
298,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,75,Offer 75 submitted for service request SR029.,"{""offerId"": 75, ""dailyRate"": 696, ""totalCost"": 2864.0, ""serviceRequestId"": ""SR029""}",2025-01-05T18:00:00+00:00
415,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,112,Offer 112 submitted for service request SR044.,"{""offerId"": 112, ""dailyRate"": 498, ""totalCost"": 43468.0, ""serviceRequestId"": ""SR044""}",2025-01-06T11:45:00+00:00
416,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,113,Offer 113 submitted for service request SR044.,"{""offerId"": 113, ""dailyRate"": 912, ""totalCost"": 79312.0, ""serviceRequestId"": ""SR044""}",2025-01-06T11:45:00+00:00
417,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,112,Offer 112 accepted for service request SR044.,"{""offerId"": 112, ""serviceRequestId"": ""SR044""}",2025-01-07T11:45:00+00:00
73,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR001,Service request SR001 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR001""}",2025-01-10T09:15:00+00:00
82,P002,USER,U201,SERVICE_ORDER_CHANGE_REQUEST_CREATED,ServiceOrderChangeRequest,1,Change request 1 (Extension) created for order 1.,"{""type"": ""Extension"", ""serviceOrderId"": 1, ""changeRequestId"": 1}",2025-01-11T11:45:00+00:00
271,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,22,Service order 22 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 22}",2025-01-11T14:45:00+00:00
78,P002,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,1,Service order 1 created from accepted offer 3.,"{""contractId"": ""C001"", ""serviceOrderId"": 1, ""serviceRequestId"": ""SR001""}",2025-01-11T18:00:00+00:00
75,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,2,Offer 2 submitted for service request SR001.,"{""offerId"": 2, ""dailyRate"": 934, ""totalCost"": 57908.0, ""serviceRequestId"": ""SR001""}",2025-01-12T09:15:00+00:00
302,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,26,Service order 26 created from accepted offer 77.,"{""contractId"": ""C004"", ""serviceOrderId"": 26, ""serviceRequestId"": ""SR029""}",2025-01-13T09:00:00+00:00
418,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,40,Service order 40 created from accepted offer 112.,"{""contractId"": ""C006"", ""serviceOrderId"": 40, ""serviceRequestId"": ""SR044""}",2025-01-13T16:30:00+00:00
343,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,31,Invoice paid for service order 31.,"{""amount"": 8757.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 31}",2025-01-15T08:45:00+00:00
74,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,1,Offer 1 submitted for service request SR001.,"{""offerId"": 1, ""dailyRate"": 1094, ""totalCost"": 67828.0, ""serviceRequestId"": ""SR001""}",2025-01-15T09:15:00+00:00
76,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,3,Offer 3 submitted for service request SR001.,"{""offerId"": 3, ""dailyRate"": 454, ""totalCost"": 28148.0, ""serviceRequestId"": ""SR001""}",2025-01-15T09:15:00+00:00
305,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,26,Service order 26 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 26}",2025-01-17T18:15:00+00:00
77,P002,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,3,Offer 3 accepted for service request SR001.,"{""offerId"": 3, ""serviceRequestId"": ""SR001""}",2025-01-20T09:15:00+00:00
303,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,26,Invoice created for service order 26.,"{""amount"": 3542.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 26}",2025-01-26T09:00:00+00:00
79,P002,SYSTEM,,INVOICE_CREATED,ServiceOrder,1,Invoice created for service order 1.,"{""amount"": 28148.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 1}",2025-01-29T18:00:00+00:00
419,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,40,Invoice created for service order 40.,"{""amount"": 43468.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 40}",2025-02-05T16:30:00+00:00
269,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,22,Invoice created for service order 22.,"{""amount"": 2685.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 22}",2025-02-06T15:15:00+00:00
281,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR027,Service request SR027 received and opened.,"{""type"": ""Single"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR027""}",2025-02-12T16:45:00+00:00
284,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,71,Offer 71 submitted for service request SR027.,"{""offerId"": 71, ""dailyRate"": 464, ""totalCost"": 32352.0, ""serviceRequestId"": ""SR027""}",2025-02-14T16:45:00+00:00
283,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,70,Offer 70 submitted for service request SR027.,"{""offerId"": 70, ""dailyRate"": 1237, ""totalCost"": 85316.0, ""serviceRequestId"": ""SR027""}",2025-02-15T16:45:00+00:00
270,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,22,Invoice paid for service order 22.,"{""amount"": 2685.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 22}",2025-02-17T15:15:00+00:00
282,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,69,Offer 69 submitted for service request SR027.,"{""offerId"": 69, ""dailyRate"": 784, ""totalCost"": 54112.0, ""serviceRequestId"": ""SR027""}",2025-02-17T16:45:00+00:00
286,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,24,Service order 24 created from accepted offer 69.,"{""contractId"": ""C004"", ""serviceOrderId"": 24, ""serviceRequestId"": ""SR027""}",2025-02-17T17:15:00+00:00
285,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,69,Offer 69 accepted for service request SR027.,"{""offerId"": 69, ""serviceRequestId"": ""SR027""}",2025-02-21T16:45:00+00:00
141,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR009,Service request SR009 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C002"", ""serviceRequestId"": ""SR009""}",2025-02-26T13:30:00+00:00
420,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,40,Invoice paid for service order 40.,"{""amount"": 43468.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 40}",2025-02-26T16:30:00+00:00
144,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,24,Offer 24 submitted for service request SR009.,"{""offerId"": 24, ""dailyRate"": 1080, ""totalCost"": 3240.0, ""serviceRequestId"": ""SR009""}",2025-02-27T13:30:00+00:00
146,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,9,Service order 9 created from accepted offer 23.,"{""contractId"": ""C002"", ""serviceOrderId"": 9, ""serviceRequestId"": ""SR009""}",2025-03-02T17:00:00+00:00
106,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,4,Service order 4 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 4}",2025-03-04T13:30:00+00:00
143,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,23,Offer 23 submitted for service request SR009.,"{""offerId"": 23, ""dailyRate"": 985, ""totalCost"": 2955.0, ""serviceRequestId"": ""SR009""}",2025-03-04T13:30:00+00:00
142,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,22,Offer 22 submitted for service request SR009.,"{""offerId"": 22, ""dailyRate"": 510, ""totalCost"": 1530.0, ""serviceRequestId"": ""SR009""}",2025-03-04T13:30:00+00:00
83,P002,USER,U203,SERVICE_ORDER_CHANGE_REQUEST_DECIDED,ServiceOrderChangeRequest,1,Change request 1 decided: Declined.,"{""status"": ""Declined"", ""serviceOrderId"": 1, ""changeRequestId"": 1}",2025-03-05T18:45:00+00:00
304,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,26,Invoice paid for service order 26.,"{""amount"": 3542.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 26}",2025-03-08T09:00:00+00:00
145,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,23,Offer 23 accepted for service request SR009.,"{""offerId"": 23, ""serviceRequestId"": ""SR009""}",2025-03-09T13:30:00+00:00
448,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR048,Service request SR048 received and opened.,"{""type"": ""Multi"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR048""}",2025-03-12T15:00:00+00:00
449,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,121,Offer 121 submitted for service request SR048.,"{""offerId"": 121, ""dailyRate"": 611, ""totalCost"": 10387.0, ""serviceRequestId"": ""SR048""}",2025-03-13T15:00:00+00:00
147,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,9,Invoice created for service order 9.,"{""amount"": 2955.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 9}",2025-03-14T17:00:00+00:00
80,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,1,Invoice paid for service order 1.,"{""amount"": 28148.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 1}",2025-03-14T18:00:00+00:00
451,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,123,Offer 123 submitted for service request SR048.,"{""offerId"": 123, ""dailyRate"": 424, ""totalCost"": 7208.0, ""serviceRequestId"": ""SR048""}",2025-03-16T15:00:00+00:00
450,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,122,Offer 122 submitted for service request SR048.,"{""offerId"": 122, ""dailyRate"": 610, ""totalCost"": 10370.0, ""serviceRequestId"": ""SR048""}",2025-03-17T15:00:00+00:00
175,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR013,Service request SR013 received and opened.,"{""type"": ""Single"", ""contractId"": ""C002"", ""serviceRequestId"": ""SR013""}",2025-03-17T17:30:00+00:00
177,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,33,Offer 33 submitted for service request SR013.,"{""offerId"": 33, ""dailyRate"": 769, ""totalCost"": 48447.0, ""serviceRequestId"": ""SR013""}",2025-03-22T17:30:00+00:00
176,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,32,Offer 32 submitted for service request SR013.,"{""offerId"": 32, ""dailyRate"": 569, ""totalCost"": 35847.0, ""serviceRequestId"": ""SR013""}",2025-03-22T17:30:00+00:00
287,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,24,Invoice created for service order 24.,"{""amount"": 54112.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 24}",2025-03-24T17:15:00+00:00
452,P003,USER,U302,SERVICE_REQUEST_CLOSED,ServiceRequest,SR048,Service request SR048 closed without award (budget/priority change).,"{""reason"": ""Budget/priority change"", ""serviceRequestId"": ""SR048""}",2025-03-30T15:00:00+00:00
178,P001,USER,U102,SERVICE_REQUEST_CLOSED,ServiceRequest,SR013,Service request SR013 closed without award (budget/priority change).,"{""reason"": ""Budget/priority change"", ""serviceRequestId"": ""SR013""}",2025-03-31T17:30:00+00:00
376,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR039,Service request SR039 received and opened.,"{""type"": ""Single"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR039""}",2025-04-01T18:15:00+00:00
149,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,9,Service order 9 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 9}",2025-04-02T14:45:00+00:00
378,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,100,Offer 100 submitted for service request SR039.,"{""offerId"": 100, ""dailyRate"": 832, ""totalCost"": 32448.0, ""serviceRequestId"": ""SR039""}",2025-04-02T18:15:00+00:00
288,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,24,Invoice paid for service order 24.,"{""amount"": 54112.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 24}",2025-04-06T17:15:00+00:00
379,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,100,Offer 100 accepted for service request SR039.,"{""offerId"": 100, ""serviceRequestId"": ""SR039""}",2025-04-06T18:15:00+00:00
377,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,99,Offer 99 submitted for service request SR039.,"{""offerId"": 99, ""dailyRate"": 729, ""totalCost"": 28431.0, ""serviceRequestId"": ""SR039""}",2025-04-07T18:15:00+00:00
306,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR030,Service request SR030 received and opened.,"{""type"": ""Single"", ""contractId"": ""C004"", ""serviceRequestId"": ""SR030""}",2025-04-10T13:15:00+00:00
307,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,78,Offer 78 submitted for service request SR030.,"{""offerId"": 78, ""dailyRate"": 460, ""totalCost"": 24200.0, ""serviceRequestId"": ""SR030""}",2025-04-12T13:15:00+00:00
309,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,80,Offer 80 submitted for service request SR030.,"{""offerId"": 80, ""dailyRate"": 888, ""totalCost"": 45000.0, ""serviceRequestId"": ""SR030""}",2025-04-12T13:15:00+00:00
308,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,79,Offer 79 submitted for service request SR030.,"{""offerId"": 79, ""dailyRate"": 650, ""totalCost"": 34150.0, ""serviceRequestId"": ""SR030""}",2025-04-14T13:15:00+00:00
310,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,78,Offer 78 accepted for service request SR030.,"{""offerId"": 78, ""serviceRequestId"": ""SR030""}",2025-04-15T13:15:00+00:00
311,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,27,Service order 27 created from accepted offer 78.,"{""contractId"": ""C004"", ""serviceOrderId"": 27, ""serviceRequestId"": ""SR030""}",2025-04-15T15:00:00+00:00
380,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,36,Service order 36 created from accepted offer 100.,"{""contractId"": ""C005"", ""serviceOrderId"": 36, ""serviceRequestId"": ""SR039""}",2025-04-16T15:30:00+00:00
62,P002,SYSTEM,,CONTRACT_AWARDED,Contract,C003,Contract C003 awarded to NordCloud Consulting AG.,"{""awardId"": 3, ""contractId"": ""C003"", ""providerId"": ""P002""}",2025-04-20T12:45:00+00:00
150,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR010,Service request SR010 received and opened.,"{""type"": ""Single"", ""contractId"": ""C002"", ""serviceRequestId"": ""SR010""}",2025-04-20T15:30:00+00:00
